章	章题	段	本站上下文(〔〕内为本站读法)	本站读法	劝学网本	古诗文本	差异类型	同书内证(全书只留汉字计次;讹写含本处)	标出来源	判定	依据	建议 typoFix
62	二十八、岁运	18	也。如丙运庚〔处〕，谓之运克岁	处	年	年	形近讹	正写 「庚年谓」1 「庚年」3 「年谓」7;讹写「庚处谓」1		A	两见证本作「丙运庚年」	运庚处，谓 → 运庚年，谓
62	二十八、岁运	18	丙则吉：如丙〔〕午寅，局中又	∅	坐	坐	脱文	正写 「丙坐午」0 「丙坐」2 「坐午」2;讹写「丙午」26		B	两见证本作「丙坐午寅」	如丙午寅 → 如丙坐午寅
62	二十八、岁运	18	凶，如庚运丙〔年，谓〕之岁克运，日	年，谓	午调	午调	见证本讹			-	见证本作「丙午，调之」;本站「丙年，谓之」不误	
62	二十八、岁运	18	辰；又局中逢〔不〕土制化者吉，	不	水	水	形近讹	正写 「逢水土」0 「逢水」10 「水土」6;讹写「逢不土」1		A	两见证本作「逢水土制化」	逢不土 → 逢水土
62	二十八、岁运	20	通根，初交癸〔己〕壬辰，金逢生	己	巳	巳	形近讹	正写 「癸巳壬」1 「癸巳」18 「巳壬」2;讹写「癸己壬」1		A	两见证本作「癸巳」;大运 癸巳 壬辰	癸己壬 → 癸巳壬
62	二十八、岁运	20	逢生助，家业〔饶〕裕，其乐自如	饶	铙	铙	见证本讹			-	见证本作「铙裕」,本站「饶裕」不误	
62	二十八、岁运	20	业十败八九。〔忍受〕运丙寅年克妻	忍受	庚	庚	形近讹	正写 「九庚运」0 「九庚」0 「庚运」18;讹写「九忍受运」1		A	两见证本作「庚运」;大运庚寅;「忍受」为输入法衍	。忍受运 → 。庚运
62	二十八、岁运	20	无制化之神，〔地〕甲午月木从火	地	于	于	形近讹	正写 「神于甲」0 「神于」0 「于甲」1;讹写「神地甲」1		B	两见证本作「于甲午月」	神，地甲 → 神，于甲
62	二十八、岁运	22	泄制丙火，又〔炎〕逢生，金坐绝	炎	火	火	形近讹	正写 「又火逢」0 「又火」0 「火逢」12;讹写「又炎逢」1		A	两见证本作「又火逢生」	又炎逢 → 又火逢
62	二十八、岁运	24	子运午年，谓〔这〕运冲岁，日主	这	之	之	形近讹	正写 「谓之运」3 「谓之」34 「之运」29;讹写「谓这运」1	扫描	A	两见证本作「谓之运冲岁」	谓这运 → 谓之运
62	二十八、岁运	24	冲岁，日主喜〔了〕，则要助子，	了	子	子	形近讹	正写 「喜子则」0 「喜子」5 「子则」3;讹写「喜了则」1	注疏	A	两见证本作「日主喜子」	主喜了， → 主喜子，
62	二十八、岁运	24	午运子年，谓〔这〕岁冲运，日主	这	之	之	形近讹	正写 「谓之岁」2 「谓之」34 「之岁」2;讹写「谓这岁」2	扫描	A	两见证本作「谓之岁冲运」	，谓这岁 → ，谓之岁
62	二十八、岁运	24	午重子轻，则〔岁〕不降，亦无咎	岁			衍文	正写 「则不」32 「则」730 「不」1969;讹写「则岁不」2		C	见证本无「岁」;本站「则岁不降」亦通	
62	二十八、岁运	25	任氏曰：冲〔进〕破也。如子运	进	者	者	形近讹	正写 「冲者破」0 「冲者」7 「者破」1;讹写「冲进破」1	白话+注疏	A	两见证本作「冲者破也」	冲进破 → 冲者破
62	二十八、岁运	25	也。如子运午〔运〕，谓之运冲岁	运	年	年	形近讹	正写 「午年谓」1 「午年」7 「年谓」7;讹写「午运谓」1		A	两见证本作「子运午年」	运午运， → 运午年，
62	二十八、岁运	25	主喜子，要干〔关〕逢庚壬，之进	关	头	头	形近讹	正写 「干头逢庚壬午之」0 「干头逢庚壬午」0 「头逢庚壬午之」0;讹写「干关逢庚壬之进之」1	注疏	A	两见证本作「要干头逢庚壬，午之干头逢甲丙」	要干关逢庚壬，之进之干头 → 要干头逢庚壬，午之干头
62	二十八、岁运	25	头遇丙戊，午〔这〕干头遇庚壬，	这	之	之	形近讹	正写 「午之干」2 「午之」13 「之干」14;讹写「午这干」2	扫描	A	两见证本作「午之干头」	丙戊，午这干头遇 → 丙戊，午之干头遇
62	二十八、岁运	25	头逢甲戊，午〔这〕干头遇甲丙，	这	之	之	形近讹	正写 「午之干」2 「午之」13 「之干」14;讹写「午这干」2	扫描	A	两见证本作「午之干头」	午这干 → 午之干
62	二十八、岁运	25	，则吉；如子〔这〕干头遇庚壬，	这	之	之	形近讹	正写 「子之干」3 「子之」21 「之干」14;讹写「子这干」1	扫描	A	两见证本作「子之干头」	子这干 → 子之干
62	二十八、岁运	25	遇庚壬，午之〔头遇甲丙，则凶。如午运子年谓这岁冲运，日主喜午要午之〕干头逢丙戊，	头遇甲丙，则凶。如午运子年谓这岁冲运，日主喜午要午之			衍文(重出)	正写 「之干」14 「之」2917 「干」540;讹写「之头遇甲丙则凶如午运子年谓这岁冲运日主喜午要午之干」1	扫描	C	两见证本无此重出之 24 字(涉上文而衍)	
62	二十八、岁运	25	遇丙戊，子之〔〕头遇庚壬，九	∅	干	干	脱文	正写 「之干头」8 「之干」14 「干头」25;讹写「之头」2		B	两见证本作「子之干头」	子之头 → 子之干头
62	二十八、岁运	25	之头遇庚壬，〔九〕凶。可类推。	九	必	必	形近讹	正写 「壬必凶」0 「壬必」0 「必凶」12;讹写「壬九凶」1	注疏	B	两见证本作「必凶」	壬，九凶 → 壬，必凶
62	二十八、岁运	25	庚壬，九凶。〔〕可类推。	∅	余	余	脱文	正写 「凶余可」0 「凶余」1 「余可」8;讹写「凶可」3	注疏	B	两见证本作「余可类推」	凶。可类 → 凶。余可类
62	二十八、岁运	27	注：如乙运庚〔处〕、庚运乙则和	处	年	年	形近讹	正写 「庚年庚」0 「庚年」3 「年庚」2;讹写「庚处庚」2	注疏	A	两见证本作「乙运庚年」	运庚处、 → 运庚年、
62	二十八、岁运	27	庚处、庚运乙〔〕则和，日主喜	∅	年	年	脱文	正写 「乙年则」0 「乙年」1 「年则」1;讹写「乙则」1		A	两见证本作「庚运乙年」	运乙则 → 运乙年则
62	二十八、岁运	27	，日主喜金则〔喜〕，日主喜木则	喜	吉	吉	形近讹	正写 「则吉日」0 「则吉」22 「吉日」3;讹写「则喜日」1		A	两见证本作「喜金则吉」	金则喜， → 金则吉，
62	二十八、岁运	27	子年，日主喜〔顤早〕吉，喜水则不	顤早	土则	土则	形近讹	正写 「喜土则吉」0 「喜土则」0 「土则吉」0;讹写「喜顤早吉」1	注疏	B	两见证本作「喜土则吉」	喜顤早 → 喜土则
62	二十八、岁运	28	也。如乙运庚〔处〕，庚运乙年，	处	年	年	形近讹	正写 「庚年庚」0 「庚年」3 「年庚」2;讹写「庚处庚」2		A	两见证本作「乙运庚年」	运庚处， → 运庚年，
62	二十八、岁运	28	则吉，合而不〔化〕，反为羁绊，	化	会	会	见证本讹			-	见证本作「合而不会」;本站「合而不化」与上「合而能化」对,不误	
62	二十八、岁运	28	然，所以喜庚〔乾〕必要木金得地	乾	者	者	形近讹	正写 「庚者必」0 「庚者」1 「者必」37;讹写「庚乾必」1	注疏	A	两见证本作「喜庚者」	庚乾必 → 庚者必
62	二十八、岁运	28	木无根，则合〔要〕化为美矣。若	要			衍文	正写 「合化」19 「合」456 「化」428;讹写「合要化」1		A	两见证本无「要」	合要化 → 合化
62	二十八、岁运	28	，不化亦是克〔不〕，喜水者必不	不	水	水	形近讹	正写 「克水喜」0 「克水」10 「水喜」5;讹写「克不喜」1	注疏	B	两见证本作「克水」	是克不， → 是克水，
62	二十八、岁运	30	辛运庚年，申〔支〕酉年，酉支申	支	运	运	形近讹	正写 「申运酉」0 「申运」35 「运酉」2;讹写「申支酉」1	注疏	A	两见证本作「申运酉年」	申支酉 → 申运酉
62	二十八、岁运	30	申支酉年，酉〔支〕申年，则好。	支	运	运	形近讹	正写 「酉运申」0 「酉运」24 「运申」1;讹写「酉支申」1		A	两见证本作「酉运申年」	酉支申 → 酉运申
62	二十八、岁运	31	关切，必先要〔量〕运通根，自然	量	旺	旺	形近讹	正写 「要旺运」0 「要旺」1 「旺运」2;讹写「要量运」1		B	两见证本作「旺运通根」	要量运 → 要旺运
62	二十八、岁运	31	运无根气，其〔风〕见势衰而无依	风			衍文	正写 「其见」0 「其」832 「见」216;讹写「其风见」1		A	两见证本无「风」	其风见 → 其见
63	二十九、贞元	1	之意也。至于〔仁之寿终〕矣，而既终之	仁之寿终	同本站	同本站	见证本亦同	正写 「于人之」0 「于人」7 「人之」25;讹写「于仁之」1	注疏	B	仁/人	仁之寿终 → 人之寿终
63	二十九、贞元	2	故西北多山，〔昆仑为山之宜〕；东南多水，	昆仑为山之宜	同本站	同本站	见证本亦同	正写 「之宗东」0 「之宗」0 「宗东」0;讹写「之宜东」1	白话	B	宜/宗形近	昆仑为山之宜 → 昆仑为山之宗
63	二十九、贞元	2	夫五岳插天，〔极崇降峻险之形〕，穷其本，皆	极崇降峻险之形	同本站	同本站	见证本亦同	正写 「崇隆峻」0 「崇隆」0 「隆峻」0;讹写「崇降峻」1	白话	B	降/隆形近	极崇降峻险之形 → 极崇隆峻险之形
63	二十九、贞元	2	以贞元之道，〔循不之理〕，盛极而衰，	循不之理	同本站	同本站	见证本亦同	正写 「循环之」0 「循环」1 「环之」0;讹写「循不之」1	白话	B	「循环」成词	循不之理 → 循环之理
63	二十九、贞元	2	其家衰败者，〔身后必运必怨〕也。此论虽造	身后必运必怨	同本站	同本站	见证本亦同	正写 「后之运必凶也」0 「后之运必凶」0 「之运必凶也」0;讹写「后必运必怨也」1	白话	C		
63	二十九、贞元	2	而接于文梓，〔未有不稿者〕，决渭河之水	未有不稿者	同本站	同本站	见证本亦同	正写 「不槁者」0 「不槁」0 「槁者」0;讹写「不稿者」1	白话	B	稿/槁形近	未有不稿者 → 未有不槁者
63	二十九、贞元	2	鲜有不浊者。〔河〕也？其本源各	河	何	何	形近讹	正写 「者何也」2 「者何」5 「何也」6;讹写「者河也」1	白话	A	两见证本作「何也」	者。河也 → 者。何也
